City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
226,Biak,ID,2022-12-30 07:02:32,-0.9131,122.8766,82.81,69,100,2.24
227,Lasa,IT,2022-12-30 07:02:33,46.6166,10.7002,34.36,96,92,0.65
228,Puerto Escondido,MX,2022-12-30 07:02:33,15.85,-97.0667,75.38,70,99,5.01
229,Vardo,NO,2022-12-30 07:02:34,70.3705,31.1107,26.58,80,40,19.57
230,Hamilton,US,2022-12-30 07:02:35,39.1834,-84.5333,58.44,68,91,3.0
231,Aguimes,ES,2022-12-30 07:02:35,27.9054,-15.4461,65.66,64,20,6.91
232,Tamiahua,MX,2022-12-30 07:02:36,21.2667,-97.45,67.48,87,100,7.49
233,Semnan,IR,2022-12-30 07:02:36,35.5729,53.3971,43.88,39,0,1.97
234,Cervo,ES,2022-12-30 07:02:37,43.6702,-7.4101,61.83,81,100,22.84
235,Edmonds,US,2022-12-30 06:59:30,47.8107,-122.3774,45.64,92,100,11.5
236,Omboue,GA,2022-12-30 07:02:38,-1.5746,9.2618,80.08,82,100,0.81
237,Luau,AO,2022-12-30 07:02:38,-10.7073,22.2247,67.51,94,100,4.14
238,Morondava,MG,2022-12-30 07:02:40,-20.2833,44.2833,83.95,69,99,2.8
239,Juneau,US,2022-12-30 07:02:40,58.3019,-134.4197,33.22,100,100,6.98
240,Caala,AO,2022-12-30 07:02:41,-12.8525,15.5606,62.49,84,100,2.59
241,Airai,TL,2022-12-30 07:02:41,-8.9266,125.4092,65.39,85,100,5.99
242,Cayenne,GF,2022-12-30 07:00:08,4.9333,-52.3333,73.44,100,20,0.0
243,Provideniya,RU,2022-12-30 07:02:42,64.3833,-173.3,-6.83,81,89,11.83
244,Bubaque,GW,2022-12-30 07:02:42,11.2833,-15.8333,71.74,82,100,9.42
245,Kemijarvi,FI,2022-12-30 07:02:43,66.7131,27.4306,23.49,85,100,15.95
246,Changtu,CN,2022-12-30 07:02:43,42.7788,124.0955,18.39,70,0,8.9
247,Atuona,PF,2022-12-30 07:02:44,-9.8,-139.0333,78.06,77,43,15.68
248,Bethel,US,2022-12-30 07:02:44,41.3712,-73.414,42.94,70,0,1.01
249,Kailua,US,2022-12-30 07:02:45,21.4022,-157.7394,73.9,82,76,6.78
250,Nizwa,OM,2022-12-30 06:58:16,22.9333,57.5333,72.43,31,6,2.93
251,Poum,NC,2022-12-30 07:02:46,-20.2333,164.0167,81.1,79,19,13.04
252,Te Anau,NZ,2022-12-30 07:02:46,-45.4167,167.7167,63.36,50,94,5.23
253,Hurghada,EG,2022-12-30 07:02:47,27.2574,33.8129,63.36,57,0,16.71
254,Camacupa,AO,2022-12-30 07:02:47,-12.0167,17.4833,62.71,95,100,3.09
255,Palencia,ES,2022-12-30 07:02:48,42.4167,-4.5,52.92,92,100,26.49
256,Darhan,MN,2022-12-30 07:02:48,49.4867,105.9228,3.13,92,96,0.92
257,Rio Tercero,AR,2022-12-30 07:02:49,-32.173,-64.1141,62.8,30,0,4.68
258,Leningradskiy,RU,2022-12-30 07:02:50,69.3833,178.4167,-16.29,92,100,12.24
259,Ocean City,US,2022-12-30 07:00:37,39.2776,-74.5746,39.0,78,1,6.29
260,Myaundzha,RU,2022-12-30 07:02:50,63.0494,147.1858,-21.08,93,100,1.72
261,Placido De Castro,BR,2022-12-30 07:02:51,-10.3353,-67.1856,71.89,99,100,0.94
262,Sioux Lookout,CA,2022-12-30 07:00:40,50.1001,-91.917,24.87,93,100,6.91
263,Atar,MR,2022-12-30 07:02:53,20.5169,-13.0499,69.24,39,64,20.49
264,Iqaluit,CA,2022-12-30 07:02:53,63.7506,-68.5145,-21.51,89,6,13.82
265,Namibe,AO,2022-12-30 07:02:54,-15.1961,12.1522,73.78,78,100,9.37
266,Savannakhet,LA,2022-12-30 07:02:55,16.566,104.751,78.17,43,42,14.36
267,Bajil,YE,2022-12-30 07:02:55,15.0584,43.2851,79.47,66,89,4.18
268,Luba,GQ,2022-12-30 07:03:56,3.4568,8.5547,81.07,67,59,3.15
269,Talnakh,RU,2022-12-30 07:03:56,69.4865,88.3972,-20.16,95,37,6.76
270,Shelton,US,2022-12-30 07:00:08,41.3165,-73.0932,44.42,78,0,1.99
271,Sinnar,SD,2022-12-30 07:03:57,13.5691,33.5672,75.47,24,5,13.89
272,Loa Janan,ID,2022-12-30 07:03:58,-0.583,117.095,89.47,51,100,4.9
273,Gimli,CA,2022-12-30 07:03:58,50.6336,-96.9907,-2.09,95,93,7.45
274,Washington,US,2022-12-30 07:02:05,47.5001,-120.5015,34.34,85,100,1.72
275,Kalaleh,IR,2022-12-30 07:03:59,37.3807,55.4916,49.35,63,57,2.91
276,Belmonte,BR,2022-12-30 07:04:00,-15.8631,-38.8828,74.46,86,44,4.72
277,Kruglolesskoye,RU,2022-12-30 07:04:00,44.6589,42.8142,34.3,47,79,3.0
278,Mahebourg,MU,2022-12-30 07:04:01,-20.4081,57.7,79.52,65,2,7.47
279,Torbay,CA,2022-12-30 07:04:02,47.6666,-52.7314,23.58,82,96,5.99
280,Laguna,US,2022-12-30 07:04:02,38.421,-121.4238,52.05,94,100,20.71
281,Marawi,PH,2022-12-30 07:04:03,7.9986,124.2928,75.78,86,100,2.21
282,Panorama,GR,2022-12-30 07:04:04,40.5878,23.0315,49.53,89,75,2.3
283,Esmeraldas,BR,2022-12-30 07:02:34,-19.7625,-44.3139,67.39,91,100,2.46
284,Aklavik,CA,2022-12-30 07:04:06,68.2191,-135.0107,-8.79,97,100,5.08
285,Chokurdakh,RU,2022-12-30 07:04:07,70.6333,147.9167,-43.42,99,64,5.79
286,Myski,RU,2022-12-30 07:00:54,53.709,87.8014,13.06,92,96,0.72
287,Svetlogorsk,BY,2022-12-30 07:04:09,52.6333,29.7333,34.68,99,100,7.58
288,Sargatskoye,RU,2022-12-30 07:01:24,55.6101,73.4972,-2.49,100,100,4.05
289,Fuzhou,CN,2022-12-30 07:04:10,26.0614,119.3061,57.79,66,94,5.39
290,Sanmenxia,CN,2022-12-30 07:04:11,34.7747,111.1814,43.79,25,0,2.93
291,San Miguel,SV,2022-12-30 07:04:12,13.4833,-88.1833,70.99,76,5,1.83
292,Teknaf,BD,2022-12-30 07:04:13,20.8624,92.3058,75.65,39,58,10.2
293,Saint-Louis,SN,2022-12-30 07:04:13,16.3333,-15.0,71.47,46,93,7.56
294,Takoradi,GH,2022-12-30 07:04:15,4.8845,-1.7554,77.23,86,76,3.62
